"ProductID","ProductSKU","ProductName","ProductPrice","ProductWeight","ProductCartDesc","ProductShortDesc","ProductLongDesc","ProductThumb","ProductImage","ProductCategoryID","ProductSubCategoryID","ProductUpdateDate","ProductStock","ProductLive","ProductRating","ProductLocation","SellerID"
"338","14496929","Great Neck 4.8v Cordless Screwdriver, 4 Bits, 200rpm","442","0","a","a","a","a","a","995","430","2016-05-16T08:36:21","783","a","0","Huntsville","331"
"339","99620004","Makita Btl061 Lxt 18 Volt Angle Drill Kit","804","1","a","a","a","a","a","563","507","2014-09-24T02:44:30","334","a","3","Portland","232"
"340","47882560","Masterflow 12v Portable Air Compressor / Inflator","198","8","a","a","a","a","a","892","281","2015-05-14T03:07:47","160","a","1","Tucson","954"
"341","27589762","Ultra Steel 3.0 Amp Jig Saw","257","8","a","a","a","a","a","253","816","2015-10-03T06:06:37","397","a","1","Irvine","682"
"342","67885336","Western Enterprises 1/4 Npt X 3 Long Male Brass Regulator Nipple Cga 540","857","3","a","a","a","a","a","363","671","2016-02-17T05:52:23","632","a","0","Akron","260"
"343","02140568","Skil 360 Quick-select 4v Max 1.5ah Lithium-ion Screwdriver, 2356-01","283","6","a","a","a","a","a","279","338","2014-12-09T12:46:42","549","a","3","Fargo","962"
"344","93078559","Crawford Storehorse Pair Of Sawhorses With Sawbucks","63","6","a","a","a","a","a","259","584","2015-08-03T06:20:28","855","a","4","Wichita","274"
"345","41618004","Dmt 8 Inch Duosharp Plus Benchstone Fine Coarse Wm8fc-wb","635","2","a","a","a","a","a","873","389","2014-06-21T12:23:19","349","a","4","Raleigh","203"
"346","00478007","Numax 3-in-1 Flooring Nailer","651","4","a","a","a","a","a","213","607","2016-04-28T03:35:56","635","a","2","Austin","992"
"347","93236690","Black & Decker 109-piece Basic Project Set, 71-0109","146","10","a","a","a","a","a","244","788","2016-01-24T02:41:40","878","a","3","Charleston","688"
"348","34006986","Crafter Gift Pack-12 Pieces","671","4","a","a","a","a","a","750","125","2016-06-11T03:07:50","105","a","4","Columbia","587"
"349","69943676","Primefit Garage Tire Inflator With 12"" Hose","270","6","a","a","a","a","a","675","853","2016-01-30T06:49:04","340","a","5","El Paso","892"
"350","35828662","Dremel 3000 Rotary Tool","386","0","a","a","a","a","a","629","98","2015-06-07T07:39:30","160","a","1","Dayton","429"
"351","19176529","Morris Products 2 Carbide Tipped High Speed Steel Hole Saw Cutters","251","6","a","a","a","a","a","167","11","2014-04-17T03:49:44","16","a","4","Cedar Rapids","701"
"352","69099519","Hitachi 18v Lithium-ion Combo Kit With 2 Canvas Bags","943","9","a","a","a","a","a","352","70","2014-09-18T02:10:02","913","a","3","Sioux Falls","20"
"353","79276337","Bostitch 7 Amp 4.5"" Angle Grinder, Bte820k","770","6","a","a","a","a","a","522","782","2016-06-17T07:50:17","93","a","3","Norfolk","210"
"354","32103007","Dualsaw Destroyer Cs650 Saw, Refurbished","393","6","a","a","a","a","a","671","638","2016-01-24T01:46:55","984","a","1","Virginia Beach","838"
"355","41376256","Black & Decker 6v High Performance Screwdriver, Pd600","711","9","a","a","a","a","a","84","388","2015-05-10T07:20:58","576","a","1","Naperville","259"
"356","74471997","Radnor #7326 1/4 Id Brass Hose Ferrule","535","8","a","a","a","a","a","713","750","2015-01-03T07:55:30","974","a","4","Birmingham","187"
"357","70598230","Wilmar Electric Impact Gun Set 1/2 Dr","61","1","a","a","a","a","a","342","810","2015-11-29T07:36:22","290","a","2","Jacksonville","729"
"358","58129876","Dremel Minimite Rotary Tool W/bonus Tools Set & Bag","29","4","a","a","a","a","a","145","930","2014-08-20T02:49:15","599","a","3","Amarillo","115"
"359","63197495","10-count 10"" Glue Sticks","417","2","a","a","a","a","a","181","39","2014-08-17T01:56:24","37","a","0","El Paso","588"
"360","30355354","Ingersoll Rand 705-93 Trigger","923","4","a","a","a","a","a","846","755","2014-01-29T04:04:13","896","a","1","Syracuse","785"
"361","16742574","Black & Decker 56-piece Project Kit With 7.2v Lithium Drill/driver, Ldx112pk","895","5","a","a","a","a","a","781","764","2016-03-28T11:25:10","402","a","3","Raleigh","964"
"362","21640117","Ultra Steel 1.5 Amp Palm Sander","247","8","a","a","a","a","a","337","61","2014-02-19T06:06:19","720","a","3","Grand Rapids","540"
"363","56421545","Primefit 25-piece Air Compressor Accessory Kit","792","9","a","a","a","a","a","526","2","2014-11-01T06:17:13","661","a","3","Surprise","329"
"364","05370030","Surebonder Upholstery Pneumatic Stapler","493","6","a","a","a","a","a","688","438","2015-02-07T08:46:46","886","a","4","Honolulu","189"
"365","34222942","Rockwell Shopseries 4.3 Amp Belt/disk Sander","565","8","a","a","a","a","a","818","556","2014-04-23T04:19:47","421","a","4","Columbus","912"
"366","92569560","Bostitch 7 Amp 4.5"" Angle Grinder, Bte820k","555","5","a","a","a","a","a","605","588","2015-05-07T01:57:53","550","a","5","Alexandria","783"
"367","93451727","Campbell Hausfeld Dual Action Sander","10","4","a","a","a","a","a","403","844","2016-02-14T05:21:52","223","a","3","Tacoma","875"
"368","06231019","Qep Tile Tools 60089 7"" Portable Tile Saw","22","3","a","a","a","a","a","601","947","2014-02-14T04:28:28","592","a","4","Atlanta","397"
"369","00333788","Primefit 17-piece Air Compressor Accessory Kit","696","6","a","a","a","a","a","896","38","2015-03-25T05:11:49","483","a","1","Corpus Christi","947"
"370","47967465","Bosch/rotozip/skil 2354-01 4-volt Lithium Ion Cordless Screwdriver","503","9","a","a","a","a","a","652","366","2015-01-05T11:56:14","379","a","2","Washington","989"
"371","30202917","Audiopipe 76b8prt Nippon Battery Powered Cordless Soldering Iron 8 Watts","450","0","a","a","a","a","a","34","561","2014-06-19T10:36:08","199","a","1","Chesapeake","203"
"372","26056265","Wagner 0283022c Ht775 Heat Gun","20","2","a","a","a","a","a","105","318","2014-06-23T06:31:48","429","a","2","Independence","793"
"373","12820368","Primefit 30-piece Air Compressor Accessory Kit","185","3","a","a","a","a","a","65","728","2015-01-15T07:25:47","361","a","5","Miami","459"
"374","31473965","Pro-lift I-4506 6in Buffer / Polisher","186","5","a","a","a","a","a","80","450","2015-08-05T02:03:04","532","a","1","Las Vegas","246"
"375","72229798","Buffalo Tools 5 Speed Drill Press","230","9","a","a","a","a","a","565","133","2014-11-17T06:58:58","445","a","2","Houston","378"
"376","16588677","Fry Technologies Cookson Elect Am33955 95/5 Lead-free Solid Wire Solder","275","4","a","a","a","a","a","670","48","2014-05-12T04:19:33","128","a","2","Eugene","115"
"377","16584877","Kawasaki 6 Bench Grinder","560","6","a","a","a","a","a","137","756","2016-01-28T03:36:45","757","a","1","Independence","407"
"378","15574930","Buffalo Tools 4.8v Cordless Screwdriver","909","1","a","a","a","a","a","325","4","2016-01-03T12:59:38","312","a","5","Huntsville","393"
"379","10925867","Black And Decker 20v Max Lithium Drill And Recip Saw Kit, Bdcd220rs","299","2","a","a","a","a","a","290","795","2015-04-10T06:00:10","256","a","1","Alexandria","150"
"380","73853411","Wagner 0283022c Ht775 Heat Gun","590","3","a","a","a","a","a","158","69","2014-06-16T06:31:28","419","a","0","Dayton","763"
"381","00164955","Buffalo Tools Pro Series 12 Piece Router Bit Set","285","3","a","a","a","a","a","859","629","2014-02-23T03:29:51","418","a","4","Fremont","774"
"382","26750934","Masterflow 12v Portable Air Compressor / Inflator","39","7","a","a","a","a","a","392","715","2016-03-11T10:03:47","561","a","2","New York","139"
"383","42368007","Hitachi 1/4"" X 100 Polyurethane Air Hose With Automotive Plug And Coupler","683","4","a","a","a","a","a","286","108","2015-10-13T05:41:31","164","a","5","Greensboro","709"
"384","26012346","Buffalo Tools Electric 110v 3/8 Vsr Drill","122","8","a","a","a","a","a","582","989","2015-10-16T07:29:13","714","a","1","Amarillo","50"
"385","88659060","Bosch 6335-01 7 Amp 1/2"" Corded Drill","835","3","a","a","a","a","a","656","450","2015-12-01T06:07:28","104","a","2","Independence","752"
"386","13187590","Irwin 5-3/8 24t Marathon Cordless Circular Saw Blade","292","3","a","a","a","a","a","896","860","2014-06-12T02:17:38","659","a","1","Cary","677"
"387","99037574","Microflex Mxbd-1000-pf Black Dragon X-small Latex Fully Textured Gloves","162","9","a","a","a","a","a","791","175","2014-01-03T08:59:21","730","a","4","Modesto","946"
"388","57240251","Arrow Fastener Heavy Duty Plier Type Stapler","961","4","a","a","a","a","a","240","2","2015-05-10T02:42:15","412","a","4","Thornton","261"
"389","23892729","Century Drill And Tool Jig Saw Blade (set Of 5) (set Of 5)","655","3","a","a","a","a","a","575","5","2015-11-25T06:57:54","577","a","4","Norfolk","363"
"390","15973559","Numax 18 Gauge 2 In 1 Brad Nailer & Stapler","170","7","a","a","a","a","a","761","802","2016-05-29T10:43:46","310","a","4","Philadelphia","568"
"391","81444090","Campbell Hausfeld 1 Gallon Air Compressor","870","2","a","a","a","a","a","885","974","2016-04-30T08:11:44","139","a","4","Providence","291"
"392","10307533","Black & Decker 20-volt Lithium Drill And 133 Pieces Home Project Kit, Ld120pk","575","8","a","a","a","a","a","831","905","2014-05-14T05:48:09","959","a","2","Shreveport","489"
"393","14722035","Campbell Hausfeld 1/2"" Pneumatic Socket Set","484","9","a","a","a","a","a","685","757","2014-09-29T08:45:46","876","a","5","Chula Vista","132"
"394","28700685","Bosch 4395-01 Orbital Action Jigsaw","30","0","a","a","a","a","a","623","413","2014-01-23T11:33:44","249","a","2","Madison","446"
"395","85497429","Campbell Hausfeld 50 Retractable Hose Reel","15","2","a","a","a","a","a","284","579","2016-07-30T03:04:11","345","a","4","Fort Lauderdale","539"
"396","90172342","Lincoln Industrial 18 Volt Cordless Grease Gun W/ 2 Batteries","509","10","a","a","a","a","a","182","276","2016-02-14T12:37:52","128","a","1","Baltimore","998"
"397","15655837","Skil 2350-01 4-volt Lithium-ion Screwdriver And Led Flashlight","878","9","a","a","a","a","a","313","111","2014-04-05T06:46:24","320","a","4","Toledo","360"
"398","15715999","Ad Tech Multi-temp Full Size 4"" Glue Sticks, 30 Ct.","286","0","a","a","a","a","a","365","615","2015-12-07T10:33:04","75","a","5","St. Paul","238"
"399","93772624","Bosch Cs5 7-1/4"" 15-amp Circular Saw","231","8","a","a","a","a","a","350","183","2014-04-07T07:53:58","143","a","5","Bakersfield","880"
"400","08156594","Hitachi 18v Lithium-ion Impact Wrench (tool Body Only)","307","8","a","a","a","a","a","316","897","2014-12-24T10:53:43","14","a","2","Greensboro","520"
"401","61026087","Rikon 1.2 Amp 120 V 16 Scroll Saw","207","9","a","a","a","a","a","172","499","2016-07-05T06:54:00","856","a","3","Yonkers","522"
"402","37514600","Black & Decker 30-piece Bullet Screwdriving And Drilling Set, 71-130","600","7","a","a","a","a","a","453","998","2016-05-22T11:06:26","755","a","4","Worcester","940"
"403","06421137","Bosch Pr20evsk Colt Variable Speed Palm Router Kit","818","1","a","a","a","a","a","711","301","2015-01-25T11:08:17","555","a","5","Fremont","699"
"404","45739224","Skil 2350-01 4-volt Lithium-ion Screwdriver And Led Flashlight","929","9","a","a","a","a","a","130","260","2015-10-30T05:13:27","200","a","1","Surprise","265"
"405","71612942","Dremel Ez407sa-01 Ez Drum Mandrel","789","0","a","a","a","a","a","650","745","2014-03-04T11:05:03","594","a","1","Fontana","312"
"406","03545348","Bostitch 6.5 Amp 3/8"" Drill, Bte100k And Bonus Drill Bit Bundle","488","6","a","a","a","a","a","739","242","2014-03-28T03:16:30","21","a","4","Colorado Springs","683"
"407","93288484","Stalwart Grease Gun With Accessories","495","9","a","a","a","a","a","262","145","2014-07-17T05:33:26","567","a","2","Kansas City","638"
"408","44750848","Bosch 1375a 4-1/2"" Angle Grinder","93","6","a","a","a","a","a","688","46","2014-03-04T09:22:33","89","a","4","Pittsburgh","638"
"409","73331308","Black & Decker 7.25"" 12.0a Circular Saw, Cs1014","354","2","a","a","a","a","a","260","887","2015-10-10T09:28:18","622","a","3","Oakland","881"
"410","34135792","Plews & Edelmann Lever-action Grease Gun, 6"" Extension, 6, 000psi, 14oz Cartridge","666","2","a","a","a","a","a","136","893","2014-04-24T02:36:14","713","a","0","Hollywood","745"
"411","62003247","All Purpose Stik Glue Sticks, 7/16"" X 4"", 50/pkg","133","6","a","a","a","a","a","641","222","2015-12-22T04:47:49","384","a","4","Boise City","804"
"412","44501006","Ad Tech Hi-temp Project Pro Mini Size Glue Gun","826","9","a","a","a","a","a","168","281","2014-07-04T11:36:33","919","a","3","Rockford","582"
"413","52465062","Campbell Hausfeld 50 Retractable Hose Reel","476","4","a","a","a","a","a","504","134","2016-02-20T08:58:51","483","a","2","Richmond","908"
"414","10465691","Hitachi 0.63 Hammer Drill 6.0 Amp","639","4","a","a","a","a","a","173","897","2016-02-13T11:14:33","436","a","0","Portland","433"
"415","52035463","Rockwell Shopseries 18-volt Cordless Drill/driver Kit","337","8","a","a","a","a","a","764","398","2014-03-24T09:58:53","43","a","4","Peoria","973"
"416","98455102","Black & Decker Matrix Jig Saw Head Attachment, Bdcmtjs","243","10","a","a","a","a","a","837","27","2014-03-05T10:47:44","145","a","2","Long Beach","224"
"417","64920429","Bostitch .5"" Vsr 2-speed Hammerdrill/drill, Bte140k","184","1","a","a","a","a","a","229","887","2016-06-18T04:42:28","990","a","1","Charleston","190"
"418","06773304","Buffalo Tools 5 Speed Drill Press","439","4","a","a","a","a","a","746","137","2015-07-06T12:27:42","244","a","1","Peoria","198"
"419","73028345","Homeright Heat Pro Deluxe Ii Heat Tool","644","7","a","a","a","a","a","342","266","2015-11-23T04:33:46","425","a","4","Santa Ana","130"
"420","44826604","Goodyear Heavy Duty I8000 120 Volt Direct Drive Inflator","974","3","a","a","a","a","a","32","273","2016-07-03T03:04:17","862","a","2","Oakland","46"
"421","29549962","Hitachi 17 Piece Split Point Black Oxide Shield Drill Bit Set","507","9","a","a","a","a","a","861","850","2015-05-02T01:52:30","421","a","0","Louisville","605"
"422","12963973","Homak 2 Door Mobile Cabinet With Shelves","210","6","a","a","a","a","a","498","174","2014-12-30T02:12:12","948","a","1","Lubbock","226"
"423","92193178","Bostitch 1/4 Universal Air Coupler, Btfp72321","609","0","a","a","a","a","a","865","432","2015-10-30T07:26:30","457","a","1","San Jose","681"
"424","12025268","Ingersoll Rand 285b-6 Heavy-duty 1-inch Impact Wrench With 6-inch Anvil","955","6","a","a","a","a","a","979","983","2016-08-26T08:45:01","760","a","1","Salem","64"
"425","16230385","Qep Tile Tools 83200 24"" Bridge Saw","297","0","a","a","a","a","a","768","38","2014-01-23T03:47:42","499","a","3","Gilbert","449"
"426","58082713","Black & Decker 1/4-sheet Sander With Filtered Dust Collection","278","10","a","a","a","a","a","171","292","2016-06-13T04:52:46","585","a","1","Overland Park","732"
"427","31415187","Wagan Quick Flow Compact Air Compressor","966","7","a","a","a","a","a","966","470","2014-12-24T01:36:58","528","a","4","Cincinnati","268"
"428","74259922","Eclipse Ss-206e Temperature Controlled Soldering Station With Analog Display","292","6","a","a","a","a","a","509","82","2016-08-18T10:31:19","583","a","3","Clarksville","632"
"429","73460657","Pro-lift I-4506 6in Buffer / Polisher","330","0","a","a","a","a","a","392","165","2014-07-16T08:22:04","981","a","4","Bakersfield","318"
"430","46234421","Qep Tile Tools 60089 7"" Portable Tile Saw","691","7","a","a","a","a","a","955","929","2015-06-01T06:46:39","958","a","4","Cedar Rapids","603"
"431","30820470","Dremel 709-01 110 Pc Super Accessory Kit","637","8","a","a","a","a","a","665","658","2016-04-10T03:05:24","994","a","2","Pittsburgh","118"
"432","22420442","Black & Decker Matrix Sanding Head Attachment, Bdcmts","730","9","a","a","a","a","a","85","510","2014-09-16T08:36:53","493","a","1","Rockford","325"
"433","66835806","Rikon 1.2 Amp 120 V 16 Scroll Saw","295","9","a","a","a","a","a","732","252","2015-05-17T11:31:26","101","a","3","Bellevue","943"
"434","40146645","Vermont American 10 40 Tpi 10x Titanium Carbide Circular Saw Blades 27831","750","7","a","a","a","a","a","319","594","2016-07-01T06:29:04","773","a","4","Lexington","629"
"435","97583172","Hoover Ch82010 Ground Command Super Heavy-duty Air Mover, 12 A, 30 Lbs, Black","365","10","a","a","a","a","a","518","280","2015-01-02T08:06:33","916","a","5","Anaheim","562"
"436","49225662","Dremel 3000 Rotary Tool","817","1","a","a","a","a","a","381","413","2015-01-17T08:29:12","770","a","1","Atlanta","5"
"437","32757392","Rockwell Shopseries 4-1/2"" Angle Grinder","27","4","a","a","a","a","a","182","493","2015-06-24T02:06:43","591","a","4","Fontana","648"
"438","75481100","Boa Grabit Screw Extractor","920","1","a","a","a","a","a","25","365","2015-11-27T01:28:45","720","a","5","Charleston","494"
"439","66368090","Hitachi 83-piece Drill And Driver Bit Set","337","7","a","a","a","a","a","310","236","2016-06-09T01:20:08","84","a","2","Bridgeport","424"
"440","23569560","Hitachi 18v Lithium-ion Cordless Impact Driver","279","9","a","a","a","a","a","596","886","2014-01-29T07:18:03","250","a","2","Norman","638"
"441","24022408","Skil 3410-02 10 In. Table Saw With Floor Stand","997","10","a","a","a","a","a","737","384","2014-10-30T09:15:46","526","a","1","Miami","342"
"442","23785595","Alton 2 Gallon Pancake Air Compressor","635","8","a","a","a","a","a","117","171","2014-04-22T04:41:55","80","a","3","Atlanta","894"
"443","12089895","Vermont American 7 To 7-1/4 Masonry Circular Saw Blades 28052","281","1","a","a","a","a","a","558","904","2014-04-04T12:21:28","740","a","2","Montgomery","687"
"444","24960007","Electric Glue Skillet 7""","198","2","a","a","a","a","a","984","706","2014-01-25T04:18:50","527","a","1","Topeka","597"
"445","28052241","Astro Pneumatic 9707 1/4-inch Drive Mini Gearless Ratchet","881","7","a","a","a","a","a","100","843","2014-01-09T01:29:42","715","a","2","Springfield","319"
"446","67125913","Skil 7-1/4"" 24-tooth Carbide Tipped Saw Blade, 75724w","937","6","a","a","a","a","a","396","117","2015-12-28T01:07:46","836","a","4","Toledo","625"
"447","96574737","Primefit 25-piece Air Compressor Accessory Kit","162","3","a","a","a","a","a","737","738","2014-03-16T02:28:17","369","a","0","Birmingham","55"
"448","88744230","Crawford Storehorse 36"" Sawhorse W/top Protector","569","1","a","a","a","a","a","688","951","2014-05-02T12:08:37","458","a","3","Murfreesboro","203"
"449","82106270","Dewalt 115-dw059b 18v 1-2 Inch High Torque Impact Wrench Bare Tool","772","5","a","a","a","a","a","234","607","2015-10-06T01:30:01","997","a","2","Columbus","454"
"450","08971609","Ultra Steel 6v Cordless Drill","578","9","a","a","a","a","a","557","265","2016-05-01T04:32:28","38","a","3","Hollywood","231"
"451","64534138","Campbell Hausfeld 2-1/2 Finish Nailer (16 Gauge)","760","9","a","a","a","a","a","831","843","2015-04-29T04:02:54","322","a","2","Salt Lake City","740"
"452","22776204","Skil 4-1/2 Angle Grinders - 4 1/2 Angle Grinder With Metal Front 6 Amp","518","2","a","a","a","a","a","771","406","2016-04-17T02:06:26","696","a","4","Augusta","32"
"453","12454594","Bostitch 6.5 Amp 3/8"" Drill, Bte100k And Bonus Drill Bit Bundle","429","0","a","a","a","a","a","549","442","2015-05-09T03:56:49","333","a","2","Aurora","759"
"454","74718603","Fpc Corporation Surebonder Dual Melt High/low Temperature Glue Gun Fprdt270","188","9","a","a","a","a","a","480","421","2016-05-20T05:04:50","109","a","4","Cincinnati","868"
"455","37344696","Black & Decker 5.2 Amp 3/8"" Drill And Driver With Storage Bag, Dr260bozr","134","2","a","a","a","a","a","547","874","2014-03-02T09:01:53","104","a","1","Washington","96"
"456","25237825","Dremel 7-piece Saw-max Cutting Kit, Sm700","915","2","a","a","a","a","a","514","228","2015-10-16T02:50:09","72","a","2","Seattle","71"
"457","22457318","Stack-on 66"" Steel Workbench","805","4","a","a","a","a","a","941","874","2015-07-13T02:33:34","238","a","2","Austin","696"
"458","73498988","Hitachi 18-volt Lithium-ion Cordless Impact Driver, Hxp","382","6","a","a","a","a","a","340","679","2016-01-24T07:47:07","175","a","2","Arlington","340"
"459","89902721","Black & Decker 16v Max Lithium Cordless Driver/drill With Exposed Gear Box, Ldx116c","204","6","a","a","a","a","a","258","924","2014-09-15T05:09:30","593","a","1","Seattle","490"
"460","55696838","Homeright Heat Pro Deluxe Ii Heat Tool","459","3","a","a","a","a","a","432","409","2014-04-08T05:44:28","369","a","4","Miami","125"
"461","07024542","Jgb Enterprises 001-0121-050i Eagle Air 300 No. Red Jackhammer Hose Cpld Chicago Fittings Crimped","956","1","a","a","a","a","a","618","917","2016-01-27T08:05:36","775","a","2","Kent","42"
"462","83999505","Rockwell Shopseries 18-volt Cordless Combo Kit, 3pc","205","8","a","a","a","a","a","129","686","2014-04-02T03:42:49","971","a","4","Aurora","862"
"463","09984622","26-piece Drill And Drive Set","452","5","a","a","a","a","a","541","735","2015-01-14T01:01:01","574","a","5","St. Petersburg","160"
"464","12137398","Black And Decker 20v Max Lithium Drill And Recip Saw Kit, Bdcd220rs","293","1","a","a","a","a","a","176","186","2016-02-05T02:58:16","702","a","1","Montgomery","24"
"465","76808579","Black And Decker 3/8"" 6-amp Variable Speed Drill With Keyless Chuck","362","8","a","a","a","a","a","766","8","2016-08-09T09:17:48","964","a","1","Glendale","607"
"466","07897047","Bostitch 1-1/2 Air Pressure Gauge, 1/4 Or 1/8 Npt(m), Btfp72328","152","0","a","a","a","a","a","890","854","2015-05-30T12:50:39","781","a","3","Elizabeth","19"
"467","18051193","Dremel Lawn And Garden Rotary Tool Kit, 100-lg","36","6","a","a","a","a","a","983","443","2014-11-24T07:48:14","485","a","4","Seattle","651"
"468","62111003","Hitachi 18 V Post Li-ion Driver Drill","108","3","a","a","a","a","a","457","683","2016-05-11T10:54:51","16","a","1","Jersey City","49"
"469","44806262","Skil 1810 1/4"" Fixed Base Router","610","10","a","a","a","a","a","856","735","2015-10-19T11:54:18","243","a","1","Montgomery","602"
"470","98831623","Black And Decker 3-position Rechargeable Screwdriver, Li2000","84","3","a","a","a","a","a","464","9","2016-01-14T05:20:15","3","a","2","Independence","510"
"471","67787036","Audiopipe 76b8prt Nippon Battery Powered Cordless Soldering Iron 8 Watts","447","0","a","a","a","a","a","765","302","2016-03-15T09:56:01","452","a","3","Knoxville","822"
"472","26170312","Hitachi 2 1/2"" 15 Gauge Angled Finish Nailer With Air Duster","271","9","a","a","a","a","a","394","774","2015-09-15T06:47:33","402","a","2","Portland","703"
"473","83110085","Skil 120v 1-3/4 Hp Fixed Base Router, 1817","370","8","a","a","a","a","a","580","195","2015-07-11T06:08:25","316","a","1","Fort Wayne","949"
"474","87185300","Powermate 6 Gallon Proforce Pancake Air Compressor With Extra Value Kit","762","10","a","a","a","a","a","800","292","2014-09-23T07:42:06","322","a","0","Laredo","767"
"475","35683353","Legacy Mfg Mega Power 12v Battery Powered Grease Gun","189","10","a","a","a","a","a","428","275","2016-03-17T05:11:08","265","a","2","Corpus Christi","319"
"476","41041055","Surebonder Upholstery Pneumatic Stapler","930","3","a","a","a","a","a","215","305","2015-09-24T11:03:50","870","a","3","Wichita","406"
"477","18149715","Metabo W8-115qwc Compact Class Professional Series Angle Grinder, 4 1/2"" Wheel","593","9","a","a","a","a","a","218","771","2015-01-11T03:25:57","556","a","1","Fontana","444"
"478","93420068","Stanley Sharpshooter Stapler, Tr250a","374","5","a","a","a","a","a","990","481","2016-02-21T05:52:59","202","a","2","Philadelphia","201"
"479","82451035","Wagner Ht3500 Heat Gun","875","3","a","a","a","a","a","111","173","2014-03-15T03:09:21","182","a","1","Glendale","894"
"480","84624369","Hitachi 1 1/2"" 18-gauge Narrow Crown Finish Stapler","227","6","a","a","a","a","a","85","601","2015-05-23T05:59:36","885","a","4","Gilbert","901"
"481","56985382","Hitachi 18v Lithium-ion Cordless Impact Driver W/120-pc Drill/drive Set","887","3","a","a","a","a","a","500","933","2015-01-01T04:37:39","889","a","5","San Francisco","240"
"482","18631579","Professional Woodworker Pneumatic Brad Nailer And Air Stapler Combo Tool Kit","379","3","a","a","a","a","a","954","252","2016-01-21T12:45:21","338","a","1","Yonkers","899"
"483","64204635","Dewalt Power Tools Dck290l2 20 Volt Max Lithium Ion Hammerdrill-impact Driver Co","521","7","a","a","a","a","a","517","29","2016-06-04T08:36:54","83","a","0","Cedar Rapids","929"
"484","86461818","Hitachi 2 Hp 4-gal Compressor","704","3","a","a","a","a","a","902","431","2014-11-16T11:24:40","505","a","0","Buffalo","275"
"485","21067181","Black And Decker 3/8"" 5-amp Variable Speed Drill With Keyless Chuck, Dr260b","106","6","a","a","a","a","a","889","194","2016-08-23T09:42:45","973","a","4","Madison","753"
"486","91323231","Gmc Power Equipment 1.6 Gallon Gmc Syclone 1610a Ultra Quiet And Oil-free Air Compressor","225","6","a","a","a","a","a","382","334","2014-12-27T09:41:41","34","a","1","Anchorage","852"
"487","44463243","Mini Glue Sticks 4"" 25/pkg-opal/glitter","809","2","a","a","a","a","a","794","739","2016-03-18T07:54:21","809","a","0","Winston-salem","994"
"488","19228440","Bosch Power Tools 3/16 X 6 Bluegranite Industrial Hammer Drill Bits Hcbg04","751","3","a","a","a","a","a","334","380","2015-12-01T11:59:23","234","a","3","Coral Springs","170"
"489","06466251","Bostitch 100 Ft Air Compressor Hose Prozhoze, 3/8"" X 100, Pro-38100","259","3","a","a","a","a","a","530","700","2016-06-21T02:29:53","347","a","3","Lubbock","761"
"490","93648356","Gorilla Rack 4 Ft. Heavy-duty Workbench","1","3","a","a","a","a","a","899","927","2015-04-19T05:29:30","935","a","4","Tempe","356"
"491","99666118","Crawford Storehorse 36"" Sawhorse W/top Protector","555","5","a","a","a","a","a","557","607","2015-11-15T05:47:03","225","a","0","Oakland","401"
"492","94246957","Weller Bp645mp Battery Powered Soldering Iron Kit","439","4","a","a","a","a","a","969","949","2016-02-07T07:27:37","727","a","3","San Diego","492"
"493","64037035","Legacy Manufacturing Leghfz3850yw2 Flexzilla 3/8in X 50yd Yellow Air Hose With 1/4 Inch Mnpt Ends","996","9","a","a","a","a","a","40","61","2014-12-26T12:43:16","128","a","1","Moreno Valley","134"
"494","55114929","Buffalo Tools Stainless Steel Work Table","877","1","a","a","a","a","a","624","247","2016-03-08T09:55:42","450","a","4","Cary","119"
"495","44092948","Prevost Isc 061201 Safety Coupler 1/4 In M Style","632","5","a","a","a","a","a","289","281","2015-07-20T11:28:42","857","a","2","Tucson","209"
"496","90321139","Weller Sp80l Medium Duty Soldering Iron","412","6","a","a","a","a","a","482","535","2016-05-01T05:44:00","356","a","1","Hialeah","166"
"497","17319713","Buffalo Tools Pro Series 12 Piece Router Bit Set","58","10","a","a","a","a","a","716","894","2014-04-13T10:32:59","772","a","2","Anchorage","375"
"498","90247996","Dremel Ez407sa-01 Ez Drum Mandrel","246","3","a","a","a","a","a","233","525","2016-06-19T11:08:46","207","a","5","Aurora","704"
"499","60591708","Ad Tech Ultimate Strength Mini 8"" Glue Sticks, 24 Ct","167","10","a","a","a","a","a","421","777","2014-06-26T02:31:54","836","a","5","Cleveland","309"
"500","86268639","Numax 18 Gauge 2 In 1 Brad Nailer & Stapler","585","6","a","a","a","a","a","855","822","2014-07-25T10:09:07","239","a","2","Gilbert","721"
"501","18205008","Powermate 6 Gallon Proforce Pancake Air Compressor With Extra Value Kit","301","6","a","a","a","a","a","710","293","2016-03-18T10:05:39","409","a","1","Allentown","891"
"502","10454619","Wagner Ht1000 Heat Tool","860","7","a","a","a","a","a","406","377","2014-04-13T06:26:50","361","a","2","Newark","370"
"503","43647866","Black & Decker 109-piece Basic Project Set, 71-0109","882","4","a","a","a","a","a","507","710","2015-03-08T10:11:06","137","a","3","Modesto","822"
"504","70617481","Weller Sp23l Featherweight Soldering Iron","279","10","a","a","a","a","a","288","95","2014-11-14T11:21:19","748","a","1","Anaheim","387"
"505","38268267","Powryte Dual Action Air Sander, 100112a","88","10","a","a","a","a","a","166","819","2015-12-30T11:01:42","213","a","5","Long Beach","697"
